,ccode,pcode,year,cgdp_c2000,pgdp_c2000
3159358,PRY,THA,1992,6630000000.0,93100000000.0
3159360,PRY,THA,1994,7120000000.0,110000000000.0
3159381,PRY,THA,1990,6350000000.0,79400000000.0
3159382,PRY,THA,1991,6510000000.0,86200000000.0
3159465,PRY,THA,1987,5480000000.0,56200000000.0
3159480,PRY,THA,1988,5830000000.0,63600000000.0
3159481,PRY,THA,1989,6160000000.0,71400000000.0
3159543,PRY,TJK,2000,7720000000.0,991000000.0
3159544,PRY,TJK,2001,7930000000.0,1090000000.0
3159545,PRY,TJK,2002,7740000000.0,1190000000.0
3159546,PRY,TJK,2003,7940000000.0,1310000000.0
3159547,PRY,TJK,2004,8170000000.0,1450000000.0
3159577,PRY,TON,2002,7740000000.0,160000000.0
3159578,PRY,TON,2003,7940000000.0,164000000.0
3159579,PRY,TTO,1988,5830000000.0,5930000000.0
3159580,PRY,TTO,1989,6160000000.0,5880000000.0
3159581,PRY,TTO,1990,6350000000.0,5970000000.0
3159582,PRY,TTO,1991,6510000000.0,6130000000.0
3159583,PRY,TTO,1994,7120000000.0,6150000000.0
3159584,PRY,TTO,1995,7450000000.0,6400000000.0
3159585,PRY,TTO,2000,7720000000.0,8150000000.0
3159586,PRY,TTO,2001,7930000000.0,8170000000.0
3159587,PRY,TTO,2002,7740000000.0,8720000000.0
3159588,PRY,TTO,2003,7940000000.0,9870000000.0
3159589,PRY,TTO,2004,8170000000.0,10500000000.0
3159590,PRY,TTO,1983,4900000000.0,7400000000.0
3159592,PRY,TTO,1996,7550000000.0,6650000000.0
3159593,PRY,TTO,1997,7740000000.0,6830000000.0
3159594,PRY,TTO,1998,7710000000.0,7360000000.0
3159595,PRY,TTO,1999,7750000000.0,7680000000.0
3159599,PRY,TTO,1992,6630000000.0,6030000000.0
3159600,PRY,TUN,1995,7450000000.0,14800000000.0
3159601,PRY,TUN,1999,7750000000.0,18600000000.0
3159602,PRY,TUN,2001,7930000000.0,20400000000.0
3159603,PRY,TUN,2004,8170000000.0,23200000000.0
3159604,PRY,TUN,1992,6630000000.0,13700000000.0
3159605,PRY,TUN,1993,6900000000.0,14000000000.0
3159606,PRY,TUN,1994,7120000000.0,14500000000.0
3159610,PRY,TUN,1991,6510000000.0,12700000000.0
3159612,PRY,TUN,1989,6160000000.0,11400000000.0
3159613,PRY,TUN,1990,6350000000.0,12300000000.0
3159617,PRY,TUR,1984,5050000000.0,103000000000.0
3159618,PRY,TUR,1997,7740000000.0,189000000000.0
3159619,PRY,TUR,1999,7750000000.0,186000000000.0
3159620,PRY,TUR,2002,7740000000.0,199000000000.0
3159621,PRY,TUR,2003,7940000000.0,211000000000.0
3159622,PRY,TUR,2004,8170000000.0,229000000000.0
3159623,PRY,TUR,1998,7710000000.0,195000000000.0
3159626,PRY,TUR,1987,5480000000.0,125000000000.0
3159627,PRY,TUR,1989,6160000000.0,128000000000.0
3159628,PRY,TUR,1990,6350000000.0,140000000000.0
3159629,PRY,TUR,1991,6510000000.0,142000000000.0
3159630,PRY,TUR,1996,7550000000.0,176000000000.0
3159634,PRY,TUR,2000,7720000000.0,199000000000.0
3159635,PRY,TUR,2001,7930000000.0,184000000000.0
3159652,PRY,TUR,1992,6630000000.0,150000000000.0
3159653,PRY,TUR,1993,6900000000.0,162000000000.0
3159654,PRY,TUR,1994,7120000000.0,153000000000.0
3159662,PRY,TUR,1995,7450000000.0,164000000000.0
3159728,PRY,TWN,1984,5050000000.0,102000000000.0
3159729,PRY,TWN,1985,5250000000.0,107000000000.0
3159730,PRY,TWN,1986,5250000000.0,120000000000.0
3159731,PRY,TWN,1987,5480000000.0,135000000000.0
3159732,PRY,TWN,1988,5830000000.0,146000000000.0
3159733,PRY,TWN,1989,6160000000.0,158000000000.0
3159734,PRY,TWN,1990,6350000000.0,166000000000.0
3159735,PRY,TWN,1991,6510000000.0,179000000000.0
3159736,PRY,TWN,1992,6630000000.0,192000000000.0
3159737,PRY,TWN,1993,6900000000.0,206000000000.0
3159738,PRY,TWN,1994,7120000000.0,221000000000.0
3159739,PRY,TWN,1995,7450000000.0,235000000000.0
3159740,PRY,TWN,1996,7550000000.0,249000000000.0
3159741,PRY,TWN,1997,7740000000.0,265000000000.0
3159742,PRY,TWN,1998,7710000000.0,276000000000.0
3159743,PRY,TWN,1999,7750000000.0,291000000000.0
3159744,PRY,TWN,2000,7720000000.0,308000000000.0
3159745,PRY,TWN,2001,7930000000.0,301000000000.0
3159746,PRY,TWN,2002,7740000000.0,313000000000.0
3159747,PRY,TWN,2003,7940000000.0,323000000000.0
3159748,PRY,TWN,2004,8170000000.0,342000000000.0
3159768,PRY,TWN,1983,4900000000.0,92600000000.0
3160254,PRY,TZA,1984,5050000000.0,
3160255,PRY,UGA,2004,8170000000.0,7390000000.0
3160256,PRY,UKR,1995,7450000000.0,34600000000.0
3160257,PRY,UKR,2004,8170000000.0,44000000000.0
3160259,PRY,UKR,1996,7550000000.0,31100000000.0
3160261,PRY,UKR,2001,7930000000.0,34100000000.0
3160264,PRY,UKR,1998,7710000000.0,29600000000.0
3160267,PRY,UKR,2002,7740000000.0,35900000000.0
3160270,PRY,URY,1983,4900000000.0,12300000000.0
3160271,PRY,URY,1984,5050000000.0,12200000000.0
3160272,PRY,URY,1985,5250000000.0,12300000000.0
3160273,PRY,URY,1986,5250000000.0,13400000000.0
3160274,PRY,URY,1987,5480000000.0,14500000000.0
3160275,PRY,URY,1988,5830000000.0,14700000000.0
3160276,PRY,URY,1989,6160000000.0,14900000000.0
3160277,PRY,URY,1990,6350000000.0,14900000000.0
3160278,PRY,URY,1991,6510000000.0,15400000000.0
3160279,PRY,URY,1992,6630000000.0,16700000000.0
3160280,PRY,URY,1993,6900000000.0,17100000000.0
3160281,PRY,URY,1994,7120000000.0,18400000000.0
3160282,PRY,URY,1995,7450000000.0,18100000000.0
3160283,PRY,URY,1996,7550000000.0,19100000000.0
3160284,PRY,URY,1997,7740000000.0,20100000000.0
3160285,PRY,URY,1998,7710000000.0,21000000000.0
3160286,PRY,URY,1999,7750000000.0,20400000000.0
3160287,PRY,URY,2000,7720000000.0,20100000000.0
3160288,PRY,URY,2001,7930000000.0,19400000000.0
3160289,PRY,URY,2002,7740000000.0,17300000000.0
3160290,PRY,URY,2003,7940000000.0,17600000000.0
3160291,PRY,URY,2004,8170000000.0,19800000000.0
3160832,PRY,USA,1983,4900000000.0,5390000000000.0
3160833,PRY,USA,1984,5050000000.0,5770000000000.0
3160834,PRY,USA,1985,5250000000.0,6010000000000.0
3160835,PRY,USA,1986,5250000000.0,6220000000000.0
3160836,PRY,USA,1987,5480000000.0,6430000000000.0
3160837,PRY,USA,1988,5830000000.0,6690000000000.0
3160838,PRY,USA,1989,6160000000.0,6930000000000.0
3160839,PRY,USA,1990,6350000000.0,7060000000000.0
3160840,PRY,USA,1991,6510000000.0,7040000000000.0
3160841,PRY,USA,1992,6630000000.0,7280000000000.0
3160842,PRY,USA,1993,6900000000.0,7470000000000.0
3160843,PRY,USA,1994,7120000000.0,7780000000000.0
3160844,PRY,USA,1995,7450000000.0,7970000000000.0
3160845,PRY,USA,1996,7550000000.0,8270000000000.0
3160846,PRY,USA,1997,7740000000.0,8650000000000.0
3160847,PRY,USA,1998,7710000000.0,9010000000000.0
3160848,PRY,USA,1999,7750000000.0,9420000000000.0
3160849,PRY,USA,2000,7720000000.0,9770000000000.0
3160850,PRY,USA,2001,7930000000.0,9820000000000.0
3160851,PRY,USA,2002,7740000000.0,10000000000000.0
3160852,PRY,USA,2003,7940000000.0,10300000000000.0
3160853,PRY,USA,2004,8170000000.0,10800000000000.0
3161426,PRY,VEN,1984,5050000000.0,83700000000.0
3161427,PRY,VEN,1986,5250000000.0,89300000000.0
3161428,PRY,VEN,1987,5480000000.0,92500000000.0
3161429,PRY,VEN,1988,5830000000.0,97900000000.0
3161430,PRY,VEN,1989,6160000000.0,89500000000.0
3161431,PRY,VEN,1990,6350000000.0,95300000000.0
3161432,PRY,VEN,1991,6510000000.0,105000000000.0
3161433,PRY,VEN,1992,6630000000.0,111000000000.0
3161434,PRY,VEN,1993,6900000000.0,111000000000.0
3161435,PRY,VEN,1994,7120000000.0,109000000000.0
3161436,PRY,VEN,1995,7450000000.0,113000000000.0
3161437,PRY,VEN,1996,7550000000.0,113000000000.0
3161438,PRY,VEN,1997,7740000000.0,120000000000.0
3161439,PRY,VEN,1998,7710000000.0,120000000000.0
3161440,PRY,VEN,1999,7750000000.0,113000000000.0
3161441,PRY,VEN,2000,7720000000.0,117000000000.0
3161442,PRY,VEN,2001,7930000000.0,121000000000.0
3161443,PRY,VEN,2002,7740000000.0,110000000000.0
3161444,PRY,VEN,2003,7940000000.0,102000000000.0
3161445,PRY,VEN,2004,8170000000.0,120000000000.0
3161453,PRY,VEN,1983,4900000000.0,82500000000.0
3161487,PRY,VEN,1985,5250000000.0,83800000000.0
3161682,PRY,VNM,2003,7940000000.0,38300000000.0
3161683,PRY,VNM,2004,8170000000.0,41100000000.0
3161684,PRY,VNM,1997,7740000000.0,26300000000.0
3161686,PRY,VNM,1998,7710000000.0,27900000000.0
3161687,PRY,VNM,2001,7930000000.0,33300000000.0
3161688,PRY,VNM,2002,7740000000.0,35700000000.0
3161690,PRY,VNM,1994,7120000000.0,20300000000.0
3161692,PRY,VNM,2000,7720000000.0,31200000000.0
3161697,PRY,VNM,1995,7450000000.0,22300000000.0
3161698,PRY,VNM,1996,7550000000.0,24400000000.0
3161701,PRY,VNM,1999,7750000000.0,29200000000.0
3161722,PRY,YUG,1989,6160000000.0,
3161724,PRY,YUG,1990,6350000000.0,
3161726,PRY,YUG,1991,6510000000.0,
3161727,PRY,YUG,1984,5050000000.0,
3161729,PRY,YUG,1986,5250000000.0,
3161730,PRY,YUG,1987,5480000000.0,
3161731,PRY,YUG,1988,5830000000.0,
3161740,PRY,ZAF,1984,5050000000.0,103000000000.0
3161741,PRY,ZAF,1985,5250000000.0,102000000000.0
3161742,PRY,ZAF,1986,5250000000.0,102000000000.0
3161743,PRY,ZAF,1988,5830000000.0,109000000000.0
3161744,PRY,ZAF,1990,6350000000.0,111000000000.0
3161745,PRY,ZAF,1991,6510000000.0,110000000000.0
3161746,PRY,ZAF,1992,6630000000.0,108000000000.0
3161747,PRY,ZAF,1993,6900000000.0,109000000000.0
3161748,PRY,ZAF,1994,7120000000.0,112000000000.0
3161749,PRY,ZAF,1995,7450000000.0,116000000000.0
3161750,PRY,ZAF,1996,7550000000.0,121000000000.0
3161751,PRY,ZAF,1997,7740000000.0,124000000000.0
3161752,PRY,ZAF,1998,7710000000.0,125000000000.0
3161753,PRY,ZAF,1999,7750000000.0,128000000000.0
3161754,PRY,ZAF,2000,7720000000.0,133000000000.0
3161755,PRY,ZAF,2001,7930000000.0,137000000000.0
3161756,PRY,ZAF,2002,7740000000.0,141000000000.0
3161757,PRY,ZAF,2004,8170000000.0,151000000000.0
3161759,PRY,ZAF,1987,5480000000.0,104000000000.0
3161761,PRY,ZAF,1989,6160000000.0,111000000000.0
3161779,PRY,ZAF,1983,4900000000.0,98400000000.0
3161808,PRY,ZAF,2003,7940000000.0,145000000000.0
3162053,PRY,ZAR,1991,6510000000.0,7030000000.0
3162054,PRY,ZAR,1993,6900000000.0,5440000000.0
3162055,PRY,ZAR,1994,7120000000.0,5230000000.0
3162056,PRY,ZAR,1996,7550000000.0,5210000000.0
3162057,PRY,ZAR,1997,7740000000.0,4920000000.0
3162058,PRY,ZAR,1998,7710000000.0,4840000000.0
3162059,PRY,ZAR,2003,7940000000.0,4610000000.0
3162061,PRY,ZWE,2003,7940000000.0,
3162062,ROM,ABW,2001,39000000000.0,
3162063,ROM,ABW,1993,36000000000.0,
3162064,ROM,ABW,2004,46200000000.0,
3162065,ROM,ABW,1996,41700000000.0,
3162066,ROM,ABW,1998,37300000000.0,
3162067,ROM,ABW,1994,37400000000.0,
3162068,ROM,AFG,1995,40100000000.0,
3162069,ROM,AFG,1996,41700000000.0,
3162070,ROM,AFG,1994,37400000000.0,
3162071,ROM,AFG,2000,37100000000.0,
3162072,ROM,AFG,1998,37300000000.0,
3162073,ROM,AFG,1989,47300000000.0,
3162074,ROM,AFG,1991,38900000000.0,
3162075,ROM,AFG,1992,35500000000.0,
3162076,ROM,AFG,1999,36800000000.0,
3162077,ROM,AFG,2002,40700000000.0,
3162078,ROM,AFG,2003,42700000000.0,
3162079,ROM,AFG,2004,46200000000.0,
3162082,ROM,AFG,2001,39000000000.0,
3162094,ROM,AFG,1993,36000000000.0,
3162097,ROM,AFG,1997,39200000000.0,
3162144,ROM,AGO,2000,37100000000.0,9130000000.0
3162145,ROM,AGO,2002,40700000000.0,10800000000.0
3162146,ROM,AGO,2003,42700000000.0,11100000000.0
3162147,ROM,AGO,2004,46200000000.0,12400000000.0
3162148,ROM,AGO,2001,39000000000.0,9420000000.0
3162150,ROM,AGO,1997,39200000000.0,8040000000.0
3162154,ROM,AGO,1989,47300000000.0,8490000000.0
3162155,ROM,AGO,1996,41700000000.0,7450000000.0
3162162,ROM,AGO,1990,44700000000.0,8460000000.0
3162163,ROM,AGO,1999,36800000000.0,8860000000.0
3162167,ROM,AGO,1995,40100000000.0,6700000000.0
3162182,ROM,AGO,1992,35500000000.0,7790000000.0
3162183,ROM,AGO,1998,37300000000.0,8580000000.0
3162186,ROM,AGO,1994,37400000000.0,6070000000.0
3162202,ROM,ALB,1989,47300000000.0,3560000000.0
3162203,ROM,ALB,1990,44700000000.0,3220000000.0
3162204,ROM,ALB,1992,35500000000.0,2170000000.0
3162205,ROM,ALB,1993,36000000000.0,2380000000.0
3162206,ROM,ALB,1994,37400000000.0,2600000000.0
3162207,ROM,ALB,1995,40100000000.0,2830000000.0
3162208,ROM,ALB,1996,41700000000.0,3090000000.0
3162209,ROM,ALB,1997,39200000000.0,2780000000.0
3162210,ROM,ALB,1998,37300000000.0,3130000000.0
3162211,ROM,ALB,1999,36800000000.0,3440000000.0
3162212,ROM,ALB,2001,39000000000.0,3980000000.0
3162213,ROM,ALB,2002,40700000000.0,4160000000.0
3162214,ROM,ALB,2003,42700000000.0,4410000000.0
3162215,ROM,ALB,2004,46200000000.0,4690000000.0
3162218,ROM,ALB,1991,38900000000.0,2340000000.0
3162269,ROM,ALB,2000,37100000000.0,3690000000.0
3162515,ROM,ARG,1989,47300000000.0,187000000000.0
3162516,ROM,ARG,1990,44700000000.0,182000000000.0
3162517,ROM,ARG,1991,38900000000.0,205000000000.0
3162518,ROM,ARG,1992,35500000000.0,230000000000.0
3162519,ROM,ARG,1993,36000000000.0,243000000000.0
3162520,ROM,ARG,1994,37400000000.0,258000000000.0
3162521,ROM,ARG,1995,40100000000.0,250000000000.0
3162522,ROM,ARG,1996,41700000000.0,264000000000.0
3162523,ROM,ARG,1997,39200000000.0,286000000000.0
3162524,ROM,ARG,1998,37300000000.0,297000000000.0
3162525,ROM,ARG,1999,36800000000.0,287000000000.0
3162526,ROM,ARG,2000,37100000000.0,284000000000.0
3162527,ROM,ARG,2001,39000000000.0,272000000000.0
3162528,ROM,ARG,2002,40700000000.0,242000000000.0
3162529,ROM,ARG,2003,42700000000.0,264000000000.0
3162530,ROM,ARG,2004,46200000000.0,287000000000.0
3162741,ROM,ARM,1993,36000000000.0,1320000000.0
3162742,ROM,ARM,1995,40100000000.0,1490000000.0
3162743,ROM,ARM,1996,41700000000.0,1570000000.0
3162744,ROM,ARM,1997,39200000000.0,1630000000.0
3162745,ROM,ARM,1999,36800000000.0,1800000000.0
3162746,ROM,ARM,2002,40700000000.0,2370000000.0
3162747,ROM,ARM,2003,42700000000.0,2700000000.0
3162748,ROM,ARM,2004,46200000000.0,2970000000.0
3162756,ROM,ARM,1992,35500000000.0,1450000000.0
3162758,ROM,ARM,1994,37400000000.0,1390000000.0
3162762,ROM,ARM,1998,37300000000.0,1750000000.0
3162764,ROM,ARM,2000,37100000000.0,1910000000.0
3162765,ROM,ARM,2001,39000000000.0,2090000000.0
3162818,ROM,AUS,1989,47300000000.0,275000000000.0
3162819,ROM,AUS,1990,44700000000.0,274000000000.0
3162820,ROM,AUS,1991,38900000000.0,275000000000.0
3162821,ROM,AUS,1992,35500000000.0,285000000000.0
3162822,ROM,AUS,1993,36000000000.0,296000000000.0
3162823,ROM,AUS,1994,37400000000.0,309000000000.0
3162824,ROM,AUS,1995,40100000000.0,322000000000.0
3162825,ROM,AUS,1996,41700000000.0,334000000000.0
3162826,ROM,AUS,1997,39200000000.0,349000000000.0
3162827,ROM,AUS,1998,37300000000.0,368000000000.0
3162828,ROM,AUS,1999,36800000000.0,381000000000.0
3162829,ROM,AUS,2000,37100000000.0,389000000000.0
3162830,ROM,AUS,2001,39000000000.0,404000000000.0
3162831,ROM,AUS,2002,40700000000.0,415000000000.0
3162832,ROM,AUS,2003,42700000000.0,431000000000.0
3162833,ROM,AUS,2004,46200000000.0,444000000000.0
3163170,ROM,AUT,1989,47300000000.0,144000000000.0
3163171,ROM,AUT,1990,44700000000.0,151000000000.0
3163172,ROM,AUT,1991,38900000000.0,156000000000.0
3163173,ROM,AUT,1992,35500000000.0,159000000000.0
3163174,ROM,AUT,1993,36000000000.0,160000000000.0
3163175,ROM,AUT,1994,37400000000.0,164000000000.0
3163176,ROM,AUT,1995,40100000000.0,167000000000.0
3163177,ROM,AUT,1996,41700000000.0,170000000000.0
3163178,ROM,AUT,1997,39200000000.0,173000000000.0
3163179,ROM,AUT,1998,37300000000.0,179000000000.0
3163180,ROM,AUT,1999,36800000000.0,184000000000.0
3163181,ROM,AUT,2000,37100000000.0,190000000000.0
3163182,ROM,AUT,2001,39000000000.0,192000000000.0
3163183,ROM,AUT,2002,40700000000.0,195000000000.0
3163184,ROM,AUT,2003,42700000000.0,196000000000.0
3163185,ROM,AUT,2004,46200000000.0,200000000000.0
3163611,ROM,AZE,1995,40100000000.0,3750000000.0
3163612,ROM,AZE,1996,41700000000.0,3800000000.0
3163613,ROM,AZE,1998,37300000000.0,4420000000.0
3163614,ROM,AZE,2001,39000000000.0,5800000000.0
3163615,ROM,AZE,2002,40700000000.0,6410000000.0
3163616,ROM,AZE,2003,42700000000.0,7120000000.0
3163617,ROM,AZE,2004,46200000000.0,7920000000.0
3163618,ROM,AZE,1994,37400000000.0,4250000000.0
3163626,ROM,AZE,1997,39200000000.0,4020000000.0
3163628,ROM,AZE,2000,37100000000.0,5270000000.0
3163634,ROM,AZE,1992,35500000000.0,6880000000.0
3163641,ROM,AZE,1993,36000000000.0,5290000000.0
3163647,ROM,AZE,1999,36800000000.0,4750000000.0
3163746,ROM,BDI,1995,40100000000.0,717000000.0
3163747,ROM,BDI,1996,41700000000.0,657000000.0
3163748,ROM,BDI,1989,47300000000.0,780000000.0
3163749,ROM,BDI,1991,38900000000.0,847000000.0
3163750,ROM,BDI,1992,35500000000.0,853000000.0
3163751,ROM,BDI,1993,36000000000.0,805000000.0
3163757,ROM,BDI,2000,37100000000.0,679000000.0
3163758,ROM,BDI,2001,39000000000.0,700000000.0
3163760,ROM,BDI,1998,37300000000.0,691000000.0
3163762,ROM,BDI,2003,42700000000.0,723000000.0
3163763,ROM,BDI,2004,46200000000.0,763000000.0
3163764,ROM,BDI,1994,37400000000.0,774000000.0
3163767,ROM,BDI,1999,36800000000.0,685000000.0
3163768,ROM,BDI,2002,40700000000.0,732000000.0
3163769,ROM,BDI,1997,39200000000.0,660000000.0
3163772,ROM,BEN,2003,42700000000.0,2610000000.0
3163773,ROM,BEN,2004,46200000000.0,2680000000.0
3163774,ROM,BEN,1989,47300000000.0,1370000000.0
3163777,ROM,BEN,1990,44700000000.0,1410000000.0
3163778,ROM,BEN,1991,38900000000.0,1480000000.0
3163779,ROM,BEN,1992,35500000000.0,1540000000.0
3163782,ROM,BEN,2002,40700000000.0,2510000000.0
3163784,ROM,BEN,1994,37400000000.0,1660000000.0
3163785,ROM,BEN,1995,40100000000.0,1740000000.0
3163786,ROM,BEN,1996,41700000000.0,1840000000.0
3163787,ROM,BEN,1997,39200000000.0,1950000000.0
3163788,ROM,BEN,1999,36800000000.0,2130000000.0
3163789,ROM,BEN,2000,37100000000.0,2260000000.0
3163790,ROM,BEN,2001,39000000000.0,2370000000.0
3163793,ROM,BEN,1998,37300000000.0,2040000000.0
3163830,ROM,BFA,2003,42700000000.0,3060000000.0
3163831,ROM,BFA,2004,46200000000.0,3180000000.0
3163833,ROM,BFA,1989,47300000000.0,1780000000.0
3163834,ROM,BFA,1996,41700000000.0,2260000000.0
3163835,ROM,BFA,1999,36800000000.0,2560000000.0
3163836,ROM,BFA,2000,37100000000.0,2600000000.0
3163837,ROM,BFA,2001,39000000000.0,2750000000.0
3163838,ROM,BFA,2002,40700000000.0,2880000000.0
3163844,ROM,BGD,1990,44700000000.0,28500000000.0
3163845,ROM,BGD,1991,38900000000.0,29400000000.0
3163846,ROM,BGD,1998,37300000000.0,41000000000.0
3163847,ROM,BGD,1999,36800000000.0,43000000000.0
3163848,ROM,BGD,1992,35500000000.0,30900000000.0
3163851,ROM,BGD,2000,37100000000.0,45500000000.0
3163852,ROM,BGD,2001,39000000000.0,47900000000.0
3163853,ROM,BGD,2002,40700000000.0,50000000000.0
3163854,ROM,BGD,2003,42700000000.0,52700000000.0
3163855,ROM,BGD,2004,46200000000.0,55600000000.0
3163856,ROM,BGD,1995,40100000000.0,35300000000.0
3163857,ROM,BGD,1996,41700000000.0,37000000000.0
3163858,ROM,BGD,1997,39200000000.0,38900000000.0
3163866,ROM,BGD,1993,36000000000.0,32300000000.0
3163867,ROM,BGD,1994,37400000000.0,33700000000.0
3163894,ROM,BGD,1989,47300000000.0,26900000000.0
3163972,ROM,BGR,1989,47300000000.0,16500000000.0
3163973,ROM,BGR,1990,44700000000.0,15000000000.0
3163974,ROM,BGR,1991,38900000000.0,13800000000.0
3163975,ROM,BGR,1992,35500000000.0,12800000000.0
3163976,ROM,BGR,1993,36000000000.0,12600000000.0
3163977,ROM,BGR,1994,37400000000.0,12800000000.0
3163978,ROM,BGR,1995,40100000000.0,13200000000.0
3163979,ROM,BGR,1996,41700000000.0,11900000000.0
3163980,ROM,BGR,1997,39200000000.0,11300000000.0
3163981,ROM,BGR,1998,37300000000.0,11700000000.0
3163982,ROM,BGR,1999,36800000000.0,12000000000.0
3163983,ROM,BGR,2000,37100000000.0,12600000000.0
3163984,ROM,BGR,2001,39000000000.0,13100000000.0
3163985,ROM,BGR,2002,40700000000.0,13800000000.0
3163986,ROM,BGR,2003,42700000000.0,14400000000.0
3163987,ROM,BGR,2004,46200000000.0,15200000000.0
3164408,ROM,BHR,1993,36000000000.0,6220000000.0
3164409,ROM,BHR,1995,40100000000.0,6450000000.0
3164410,ROM,BHR,1998,37300000000.0,7260000000.0
3164411,ROM,BHR,1999,36800000000.0,7570000000.0
3164413,ROM,BHR,2001,39000000000.0,8340000000.0
3164414,ROM,BHR,2002,40700000000.0,8780000000.0
3164415,ROM,BHR,2003,42700000000.0,9370000000.0
3164416,ROM,BHR,2004,46200000000.0,
3164418,ROM,BHR,1996,41700000000.0,6720000000.0
3164423,ROM,BHR,1992,35500000000.0,5520000000.0
3164426,ROM,BHR,1989,47300000000.0,4450000000.0
3164427,ROM,BHR,1994,37400000000.0,6210000000.0
3164430,ROM,BHR,1997,39200000000.0,6930000000.0
3164433,ROM,BHR,2000,37100000000.0,7970000000.0
3164459,ROM,BHR,1990,44700000000.0,4650000000.0
3164495,ROM,BHR,1991,38900000000.0,5170000000.0
3164512,ROM,BHS,1989,47300000000.0,4010000000.0
3164513,ROM,BHS,1990,44700000000.0,4050000000.0
3164514,ROM,BHS,1991,38900000000.0,3940000000.0
3164515,ROM,BHS,1992,35500000000.0,3860000000.0
3164516,ROM,BHS,1993,36000000000.0,3940000000.0
3164517,ROM,BHS,1996,41700000000.0,4130000000.0
3164518,ROM,BHS,1998,37300000000.0,4390000000.0
3164519,ROM,BHS,1999,36800000000.0,4650000000.0
3164520,ROM,BHS,2000,37100000000.0,4880000000.0
3164521,ROM,BHS,2001,39000000000.0,4780000000.0
3164522,ROM,BHS,2002,40700000000.0,4820000000.0
3164523,ROM,BHS,2003,42700000000.0,
3164524,ROM,BHS,2004,46200000000.0,
3164526,ROM,BHS,1994,37400000000.0,3950000000.0
3164534,ROM,BHS,1997,39200000000.0,4260000000.0
3164601,ROM,BHS,1995,40100000000.0,3960000000.0
3164637,ROM,BIH,1992,35500000000.0,
3164638,ROM,BIH,1993,36000000000.0,
3164639,ROM,BIH,1995,40100000000.0,1340000000.0
3164640,ROM,BIH,1996,41700000000.0,2490000000.0
3164641,ROM,BIH,1997,39200000000.0,3400000000.0
3164642,ROM,BIH,1998,37300000000.0,3930000000.0
3164643,ROM,BIH,1999,36800000000.0,4310000000.0
3164644,ROM,BIH,2000,37100000000.0,4550000000.0
3164645,ROM,BIH,2001,39000000000.0,4750000000.0
3164646,ROM,BIH,2002,40700000000.0,4940000000.0
3164647,ROM,BIH,2003,42700000000.0,5070000000.0
3164648,ROM,BIH,2004,46200000000.0,5310000000.0
3164671,ROM,BIH,1994,37400000000.0,1110000000.0
3164872,ROM,BLR,1992,35500000000.0,11500000000.0
3164873,ROM,BLR,1993,36000000000.0,10600000000.0
3164874,ROM,BLR,1994,37400000000.0,9380000000.0
3164875,ROM,BLR,1995,40100000000.0,8410000000.0
3164876,ROM,BLR,1996,41700000000.0,8640000000.0
3164877,ROM,BLR,1997,39200000000.0,9630000000.0
3164878,ROM,BLR,1998,37300000000.0,10400000000.0
3164879,ROM,BLR,1999,36800000000.0,10800000000.0
3164880,ROM,BLR,2000,37100000000.0,11400000000.0
3164881,ROM,BLR,2001,39000000000.0,12000000000.0
3164882,ROM,BLR,2002,40700000000.0,12600000000.0
3164883,ROM,BLR,2003,42700000000.0,13400000000.0
3164884,ROM,BLR,2004,46200000000.0,14900000000.0
3165135,ROM,BLZ,2000,37100000000.0,832000000.0
3165136,ROM,BLZ,2001,39000000000.0,873000000.0
3165137,ROM,BLZ,2003,42700000000.0,995000000.0
3165138,ROM,BLZ,2004,46200000000.0,1040000000.0
3165142,ROM,BLZ,1999,36800000000.0,741000000.0
3165143,ROM,BLZ,2002,40700000000.0,910000000.0
3165145,ROM,BLZ,1995,40100000000.0,625000000.0
3165146,ROM,BLZ,1998,37300000000.0,683000000.0
3165149,ROM,BLZ,1993,36000000000.0,621000000.0
3165150,ROM,BLZ,1994,37400000000.0,623000000.0
3165151,ROM,BLZ,1997,39200000000.0,659000000.0
3165185,ROM,BMU,1992,35500000000.0,
3165186,ROM,BMU,2004,46200000000.0,
3165187,ROM,BMU,1995,40100000000.0,
3165188,ROM,BMU,1994,37400000000.0,
3165190,ROM,BMU,1999,36800000000.0,
3165191,ROM,BMU,2003,42700000000.0,
3165194,ROM,BMU,1996,41700000000.0,
3165197,ROM,BMU,2000,37100000000.0,
3165198,ROM,BOL,1992,35500000000.0,6210000000.0
3165199,ROM,BOL,1994,37400000000.0,6770000000.0
3165200,ROM,BOL,2002,40700000000.0,8750000000.0
3165201,ROM,BOL,2003,42700000000.0,8990000000.0
3165202,ROM,BOL,2004,46200000000.0,9310000000.0
3165204,ROM,BOL,2001,39000000000.0,8540000000.0
3165209,ROM,BOL,1996,41700000000.0,7400000000.0
3165210,ROM,BOL,1997,39200000000.0,7770000000.0
3165215,ROM,BOL,1999,36800000000.0,8190000000.0
3165216,ROM,BOL,2000,37100000000.0,8400000000.0
3165234,ROM,BOL,1993,36000000000.0,6470000000.0
3165236,ROM,BOL,1995,40100000000.0,7090000000.0
3165239,ROM,BOL,1998,37300000000.0,8160000000.0
3165252,ROM,BRA,1990,44700000000.0,462000000000.0
3165253,ROM,BRA,1991,38900000000.0,468000000000.0
3165254,ROM,BRA,1992,35500000000.0,465000000000.0
