,ccode,pcode,year,cgdp_c2000,pgdp_c2000
3165255,ROM,BRA,1993,36000000000.0,488000000000.0
3165256,ROM,BRA,1994,37400000000.0,517000000000.0
3165257,ROM,BRA,1995,40100000000.0,538000000000.0
3165258,ROM,BRA,1996,41700000000.0,553000000000.0
3165259,ROM,BRA,1997,39200000000.0,571000000000.0
3165260,ROM,BRA,1998,37300000000.0,572000000000.0
3165261,ROM,BRA,1999,36800000000.0,576000000000.0
3165262,ROM,BRA,2000,37100000000.0,602000000000.0
3165263,ROM,BRA,2001,39000000000.0,610000000000.0
3165264,ROM,BRA,2002,40700000000.0,621000000000.0
3165265,ROM,BRA,2003,42700000000.0,625000000000.0
3165266,ROM,BRA,2004,46200000000.0,657000000000.0
3165267,ROM,BRA,1989,47300000000.0,482000000000.0
3165572,ROM,BRN,2002,40700000000.0,
3165573,ROM,BRN,1998,37300000000.0,
3165574,ROM,BRN,1999,36800000000.0,
3165575,ROM,BRN,2000,37100000000.0,
3165576,ROM,BRN,2001,39000000000.0,
3165580,ROM,BRN,1996,41700000000.0,
3165581,ROM,BTN,1994,37400000000.0,327000000.0
3165582,ROM,BTN,2002,40700000000.0,557000000.0
3165583,ROM,BTN,2003,42700000000.0,594000000.0
3165584,ROM,BWA,2002,40700000000.0,5770000000.0
3165585,ROM,BWA,2001,39000000000.0,5530000000.0
3165587,ROM,BWA,2004,46200000000.0,6360000000.0
3165588,ROM,BWA,2000,37100000000.0,5250000000.0
3165589,ROM,CAF,1995,40100000000.0,849000000.0
3165590,ROM,CAF,2001,39000000000.0,967000000.0
3165592,ROM,CAF,2002,40700000000.0,959000000.0
3165593,ROM,CAF,2003,42700000000.0,907000000.0
3165594,ROM,CAF,2004,46200000000.0,915000000.0
3165595,ROM,CAF,1996,41700000000.0,816000000.0
3165600,ROM,CAF,1999,36800000000.0,931000000.0
3165601,ROM,CAF,2000,37100000000.0,953000000.0
3165602,ROM,CAF,1991,38900000000.0,805000000.0
3165607,ROM,CAF,1989,47300000000.0,827000000.0
3165609,ROM,CAN,1989,47300000000.0,534000000000.0
3165610,ROM,CAN,1990,44700000000.0,535000000000.0
3165611,ROM,CAN,1991,38900000000.0,524000000000.0
3165612,ROM,CAN,1992,35500000000.0,528000000000.0
3165613,ROM,CAN,1993,36000000000.0,541000000000.0
3165614,ROM,CAN,1994,37400000000.0,567000000000.0
3165615,ROM,CAN,1995,40100000000.0,582000000000.0
3165616,ROM,CAN,1996,41700000000.0,592000000000.0
3165617,ROM,CAN,1997,39200000000.0,617000000000.0
3165618,ROM,CAN,1998,37300000000.0,642000000000.0
3165619,ROM,CAN,1999,36800000000.0,678000000000.0
3165620,ROM,CAN,2000,37100000000.0,714000000000.0
3165621,ROM,CAN,2001,39000000000.0,727000000000.0
3165622,ROM,CAN,2002,40700000000.0,751000000000.0
3165623,ROM,CAN,2003,42700000000.0,766000000000.0
3165624,ROM,CAN,2004,46200000000.0,788000000000.0
3166028,ROM,CHE,1989,47300000000.0,214000000000.0
3166029,ROM,CHE,1990,44700000000.0,222000000000.0
3166030,ROM,CHE,1991,38900000000.0,220000000000.0
3166031,ROM,CHE,1992,35500000000.0,220000000000.0
3166032,ROM,CHE,1993,36000000000.0,220000000000.0
3166033,ROM,CHE,1994,37400000000.0,222000000000.0
3166034,ROM,CHE,1995,40100000000.0,223000000000.0
3166035,ROM,CHE,1996,41700000000.0,224000000000.0
3166036,ROM,CHE,1997,39200000000.0,228000000000.0
3166037,ROM,CHE,1998,37300000000.0,235000000000.0
3166038,ROM,CHE,1999,36800000000.0,238000000000.0
3166039,ROM,CHE,2000,37100000000.0,246000000000.0
3166040,ROM,CHE,2001,39000000000.0,249000000000.0
3166041,ROM,CHE,2002,40700000000.0,249000000000.0
3166042,ROM,CHE,2003,42700000000.0,248000000000.0
3166043,ROM,CHE,2004,46200000000.0,252000000000.0
3166468,ROM,CHL,1992,35500000000.0,48800000000.0
3166469,ROM,CHL,1993,36000000000.0,52200000000.0
3166470,ROM,CHL,1994,37400000000.0,55200000000.0
3166471,ROM,CHL,1995,40100000000.0,61000000000.0
3166472,ROM,CHL,1996,41700000000.0,65600000000.0
3166473,ROM,CHL,1997,39200000000.0,70400000000.0
3166474,ROM,CHL,1998,37300000000.0,73200000000.0
3166475,ROM,CHL,1999,36800000000.0,72300000000.0
3166476,ROM,CHL,2000,37100000000.0,75500000000.0
3166477,ROM,CHL,2001,39000000000.0,77600000000.0
3166478,ROM,CHL,2002,40700000000.0,79300000000.0
3166479,ROM,CHL,2003,42700000000.0,82000000000.0
3166480,ROM,CHL,2004,46200000000.0,86900000000.0
3166529,ROM,CHL,1989,47300000000.0,38800000000.0
3166551,ROM,CHL,1990,44700000000.0,40200000000.0
3166552,ROM,CHL,1991,38900000000.0,43500000000.0
3166652,ROM,CHN,1989,47300000000.0,398000000000.0
3166653,ROM,CHN,1990,44700000000.0,413000000000.0
3166654,ROM,CHN,1991,38900000000.0,451000000000.0
3166655,ROM,CHN,1992,35500000000.0,515000000000.0
3166656,ROM,CHN,1993,36000000000.0,584000000000.0
3166657,ROM,CHN,1994,37400000000.0,658000000000.0
3166658,ROM,CHN,1995,40100000000.0,727000000000.0
3166659,ROM,CHN,1996,41700000000.0,797000000000.0
3166660,ROM,CHN,1997,39200000000.0,867000000000.0
3166661,ROM,CHN,1998,37300000000.0,934000000000.0
3166662,ROM,CHN,1999,36800000000.0,1000000000000.0
3166663,ROM,CHN,2000,37100000000.0,1080000000000.0
3166664,ROM,CHN,2001,39000000000.0,1160000000000.0
3166665,ROM,CHN,2002,40700000000.0,1260000000000.0
3166666,ROM,CHN,2003,42700000000.0,1380000000000.0
3166667,ROM,CHN,2004,46200000000.0,1510000000000.0
3167059,ROM,CIV,1989,47300000000.0,8410000000.0
3167060,ROM,CIV,1992,35500000000.0,8300000000.0
3167061,ROM,CIV,1993,36000000000.0,8290000000.0
3167062,ROM,CIV,1995,40100000000.0,8950000000.0
3167063,ROM,CIV,1996,41700000000.0,9640000000.0
3167064,ROM,CIV,1997,39200000000.0,10200000000.0
3167065,ROM,CIV,1998,37300000000.0,10700000000.0
3167066,ROM,CIV,1999,36800000000.0,10800000000.0
3167067,ROM,CIV,2000,37100000000.0,10600000000.0
3167068,ROM,CIV,2001,39000000000.0,10600000000.0
3167069,ROM,CIV,2002,40700000000.0,10400000000.0
3167070,ROM,CIV,2003,42700000000.0,10200000000.0
3167071,ROM,CIV,2004,46200000000.0,9990000000.0
3167081,ROM,CIV,1990,44700000000.0,8320000000.0
3167082,ROM,CIV,1994,37400000000.0,8350000000.0
3167120,ROM,CIV,1991,38900000000.0,8320000000.0
3167195,ROM,CMR,1993,36000000000.0,6990000000.0
3167196,ROM,CMR,1998,37300000000.0,8160000000.0
3167197,ROM,CMR,2002,40700000000.0,9740000000.0
3167198,ROM,CMR,2003,42700000000.0,10200000000.0
3167199,ROM,CMR,2004,46200000000.0,10700000000.0
3167200,ROM,CMR,1990,44700000000.0,7750000000.0
3167201,ROM,CMR,1996,41700000000.0,7390000000.0
3167202,ROM,CMR,2000,37100000000.0,8880000000.0
3167203,ROM,CMR,2001,39000000000.0,9350000000.0
3167207,ROM,CMR,1989,47300000000.0,8250000000.0
3167209,ROM,CMR,1991,38900000000.0,7450000000.0
3167210,ROM,CMR,1995,40100000000.0,7040000000.0
3167212,ROM,CMR,1999,36800000000.0,8520000000.0
3167221,ROM,CMR,1997,39200000000.0,7770000000.0
3167236,ROM,CMR,1992,35500000000.0,7220000000.0
3167237,ROM,CMR,1994,37400000000.0,6820000000.0
3167340,ROM,COG,1998,37300000000.0,3070000000.0
3167341,ROM,COG,2002,40700000000.0,3520000000.0
3167342,ROM,COG,2003,42700000000.0,3540000000.0
3167343,ROM,COG,2004,46200000000.0,3690000000.0
3167344,ROM,COG,2000,37100000000.0,3220000000.0
3167345,ROM,COG,1989,47300000000.0,2740000000.0
3167346,ROM,COG,1994,37400000000.0,2720000000.0
3167347,ROM,COG,1997,39200000000.0,2960000000.0
3167348,ROM,COG,2001,39000000000.0,3340000000.0
3167354,ROM,COG,1999,36800000000.0,2980000000.0
3167369,ROM,COG,1996,41700000000.0,2980000000.0
3167375,ROM,COG,1995,40100000000.0,2850000000.0
3167389,ROM,COG,1991,38900000000.0,2830000000.0
3167417,ROM,COL,1991,38900000000.0,66900000000.0
3167418,ROM,COL,1992,35500000000.0,70200000000.0
3167419,ROM,COL,1993,36000000000.0,71900000000.0
3167420,ROM,COL,1994,37400000000.0,76100000000.0
3167421,ROM,COL,1995,40100000000.0,80000000000.0
3167422,ROM,COL,1996,41700000000.0,81700000000.0
3167423,ROM,COL,1998,37300000000.0,85000000000.0
3167424,ROM,COL,1999,36800000000.0,81400000000.0
3167425,ROM,COL,2000,37100000000.0,83800000000.0
3167426,ROM,COL,2001,39000000000.0,85000000000.0
3167427,ROM,COL,2002,40700000000.0,86700000000.0
3167428,ROM,COL,2003,42700000000.0,90100000000.0
3167429,ROM,COL,2004,46200000000.0,93700000000.0
3167432,ROM,COL,1997,39200000000.0,84500000000.0
3167461,ROM,COL,1989,47300000000.0,61700000000.0
3167462,ROM,COL,1990,44700000000.0,65400000000.0
3167617,ROM,CRI,1990,44700000000.0,9610000000.0
3167618,ROM,CRI,1995,40100000000.0,12500000000.0
3167619,ROM,CRI,1999,36800000000.0,15700000000.0
3167620,ROM,CRI,2001,39000000000.0,16100000000.0
3167621,ROM,CRI,2002,40700000000.0,16600000000.0
3167622,ROM,CRI,2003,42700000000.0,17700000000.0
3167623,ROM,CRI,2004,46200000000.0,18400000000.0
3167624,ROM,CRI,1994,37400000000.0,12100000000.0
3167631,ROM,CRI,1997,39200000000.0,13400000000.0
3167633,ROM,CRI,1998,37300000000.0,14500000000.0
3167635,ROM,CRI,1992,35500000000.0,10700000000.0
3167641,ROM,CRI,1993,36000000000.0,11500000000.0
3167644,ROM,CRI,1996,41700000000.0,12700000000.0
3167647,ROM,CRI,2000,37100000000.0,16000000000.0
3167653,ROM,CRI,1991,38900000000.0,9820000000.0
3167691,ROM,CRI,1989,47300000000.0,9280000000.0
3167739,ROM,CUB,1989,47300000000.0,
3167740,ROM,CUB,1990,44700000000.0,
3167741,ROM,CUB,1991,38900000000.0,
3167742,ROM,CUB,1992,35500000000.0,
3167743,ROM,CUB,1993,36000000000.0,
3167744,ROM,CUB,1994,37400000000.0,
3167745,ROM,CUB,1995,40100000000.0,
3167746,ROM,CUB,1996,41700000000.0,
3167747,ROM,CUB,1997,39200000000.0,
3167748,ROM,CUB,1998,37300000000.0,
3167749,ROM,CUB,1999,36800000000.0,
3167750,ROM,CUB,2000,37100000000.0,
3167751,ROM,CUB,2001,39000000000.0,
3167752,ROM,CUB,2002,40700000000.0,
3167753,ROM,CUB,2003,42700000000.0,
3167754,ROM,CUB,2004,46200000000.0,
3167895,ROM,CYP,1989,47300000000.0,5680000000.0
3167896,ROM,CYP,1990,44700000000.0,6100000000.0
3167897,ROM,CYP,1991,38900000000.0,6140000000.0
3167898,ROM,CYP,1992,35500000000.0,6720000000.0
3167899,ROM,CYP,1993,36000000000.0,6770000000.0
3167900,ROM,CYP,1994,37400000000.0,7170000000.0
3167901,ROM,CYP,1995,40100000000.0,7600000000.0
3167902,ROM,CYP,1996,41700000000.0,7750000000.0
3167903,ROM,CYP,1997,39200000000.0,7930000000.0
3167904,ROM,CYP,1998,37300000000.0,8330000000.0
3167905,ROM,CYP,1999,36800000000.0,8710000000.0
3167906,ROM,CYP,2000,37100000000.0,9150000000.0
3167907,ROM,CYP,2001,39000000000.0,9520000000.0
3167908,ROM,CYP,2002,40700000000.0,9720000000.0
3167909,ROM,CYP,2003,42700000000.0,9910000000.0
3167910,ROM,CYP,2004,46200000000.0,10300000000.0
3168308,ROM,CZE,1993,36000000000.0,47900000000.0
3168309,ROM,CZE,1994,37400000000.0,48900000000.0
3168310,ROM,CZE,1995,40100000000.0,51800000000.0
3168311,ROM,CZE,1996,41700000000.0,54000000000.0
3168312,ROM,CZE,1997,39200000000.0,53600000000.0
3168313,ROM,CZE,1998,37300000000.0,53000000000.0
3168314,ROM,CZE,1999,36800000000.0,53600000000.0
3168315,ROM,CZE,2000,37100000000.0,55700000000.0
3168316,ROM,CZE,2001,39000000000.0,57200000000.0
3168317,ROM,CZE,2002,40700000000.0,58000000000.0
3168318,ROM,CZE,2003,42700000000.0,60200000000.0
3168319,ROM,CZE,2004,46200000000.0,62600000000.0
3168637,ROM,DEU,1989,47300000000.0,1460000000000.0
3168638,ROM,DEU,1990,44700000000.0,1550000000000.0
3168639,ROM,DEU,1991,38900000000.0,1630000000000.0
3168640,ROM,DEU,1992,35500000000.0,1660000000000.0
3168641,ROM,DEU,1993,36000000000.0,1640000000000.0
3168642,ROM,DEU,1994,37400000000.0,1680000000000.0
3168643,ROM,DEU,1995,40100000000.0,1710000000000.0
3168644,ROM,DEU,1996,41700000000.0,1720000000000.0
3168645,ROM,DEU,1997,39200000000.0,1750000000000.0
3168646,ROM,DEU,1998,37300000000.0,1780000000000.0
3168647,ROM,DEU,1999,36800000000.0,1820000000000.0
3168648,ROM,DEU,2000,37100000000.0,1870000000000.0
3168649,ROM,DEU,2001,39000000000.0,1890000000000.0
3168650,ROM,DEU,2002,40700000000.0,1890000000000.0
3168651,ROM,DEU,2003,42700000000.0,1890000000000.0
3168652,ROM,DEU,2004,46200000000.0,1920000000000.0
3169084,ROM,DJI,2002,40700000000.0,578000000.0
3169085,ROM,DJI,2003,42700000000.0,598000000.0
3169086,ROM,DJI,2001,39000000000.0,563000000.0
3169088,ROM,DJI,1998,37300000000.0,537000000.0
3169089,ROM,DJI,2004,46200000000.0,616000000.0
3169092,ROM,DJI,1992,35500000000.0,612000000.0
3169093,ROM,DJI,1994,37400000000.0,571000000.0
3169096,ROM,DJI,1993,36000000000.0,588000000.0
3169097,ROM,DJI,1996,41700000000.0,540000000.0
3169098,ROM,DJI,1997,39200000000.0,537000000.0
3169100,ROM,DJI,1999,36800000000.0,549000000.0
3169102,ROM,DJI,1989,47300000000.0,622000000.0
3169107,ROM,DMA,2004,46200000000.0,253000000.0
3169108,ROM,DMA,1999,36800000000.0,269000000.0
3169109,ROM,DMA,1997,39200000000.0,255000000.0
3169110,ROM,DMA,1989,47300000000.0,215000000.0
3169111,ROM,DMA,1990,44700000000.0,226000000.0
3169114,ROM,DMA,2001,39000000000.0,260000000.0
3169115,ROM,DMA,2002,40700000000.0,248000000.0
3169117,ROM,DMA,2000,37100000000.0,271000000.0
3169119,ROM,DMA,1998,37300000000.0,267000000.0
3169121,ROM,DMA,2003,42700000000.0,248000000.0
3169123,ROM,DMA,1994,37400000000.0,240000000.0
3169126,ROM,DNK,1989,47300000000.0,125000000000.0
3169127,ROM,DNK,1990,44700000000.0,126000000000.0
3169128,ROM,DNK,1991,38900000000.0,127000000000.0
3169129,ROM,DNK,1992,35500000000.0,128000000000.0
3169130,ROM,DNK,1993,36000000000.0,128000000000.0
3169131,ROM,DNK,1994,37400000000.0,135000000000.0
3169132,ROM,DNK,1995,40100000000.0,139000000000.0
3169133,ROM,DNK,1996,41700000000.0,142000000000.0
3169134,ROM,DNK,1997,39200000000.0,146000000000.0
3169135,ROM,DNK,1998,37300000000.0,150000000000.0
3169136,ROM,DNK,1999,36800000000.0,154000000000.0
3169137,ROM,DNK,2000,37100000000.0,158000000000.0
3169138,ROM,DNK,2001,39000000000.0,161000000000.0
3169139,ROM,DNK,2002,40700000000.0,162000000000.0
3169140,ROM,DNK,2003,42700000000.0,163000000000.0
3169141,ROM,DNK,2004,46200000000.0,167000000000.0
3169542,ROM,DOM,1993,36000000000.0,12400000000.0
3169543,ROM,DOM,1994,37400000000.0,12900000000.0
3169544,ROM,DOM,1995,40100000000.0,13600000000.0
3169545,ROM,DOM,2003,42700000000.0,21300000000.0
3169546,ROM,DOM,2004,46200000000.0,21700000000.0
3169547,ROM,DOM,1999,36800000000.0,18300000000.0
3169548,ROM,DOM,2002,40700000000.0,21400000000.0
3169549,ROM,DOM,1998,37300000000.0,16900000000.0
3169550,ROM,DOM,2000,37100000000.0,19700000000.0
3169551,ROM,DOM,2001,39000000000.0,20500000000.0
3169556,ROM,DOM,1996,41700000000.0,14600000000.0
3169557,ROM,DOM,1997,39200000000.0,15700000000.0
3169596,ROM,DOM,1992,35500000000.0,12100000000.0
3169633,ROM,DZA,1989,47300000000.0,44800000000.0
3169634,ROM,DZA,1994,37400000000.0,44100000000.0
3169635,ROM,DZA,1995,40100000000.0,45700000000.0
3169636,ROM,DZA,1996,41700000000.0,47600000000.0
3169637,ROM,DZA,1997,39200000000.0,48100000000.0
3169638,ROM,DZA,1998,37300000000.0,50600000000.0
3169639,ROM,DZA,1999,36800000000.0,52200000000.0
3169640,ROM,DZA,2000,37100000000.0,53500000000.0
3169641,ROM,DZA,2002,40700000000.0,57100000000.0
3169642,ROM,DZA,2004,46200000000.0,64200000000.0
3169651,ROM,DZA,2001,39000000000.0,54800000000.0
3169657,ROM,DZA,1990,44700000000.0,45200000000.0
3169658,ROM,DZA,1992,35500000000.0,45400000000.0
3169659,ROM,DZA,1993,36000000000.0,44500000000.0
3169669,ROM,DZA,2003,42700000000.0,61000000000.0
3169775,ROM,DZA,1991,38900000000.0,44600000000.0
3169826,ROM,ECU,1990,44700000000.0,13300000000.0
3169827,ROM,ECU,1991,38900000000.0,14000000000.0
3169828,ROM,ECU,1992,35500000000.0,14200000000.0
3169829,ROM,ECU,1993,36000000000.0,14300000000.0
3169830,ROM,ECU,1994,37400000000.0,15000000000.0
3169831,ROM,ECU,1996,41700000000.0,15600000000.0
3169832,ROM,ECU,1997,39200000000.0,16200000000.0
3169833,ROM,ECU,1998,37300000000.0,16600000000.0
3169834,ROM,ECU,1999,36800000000.0,15500000000.0
3169835,ROM,ECU,2000,37100000000.0,15900000000.0
3169836,ROM,ECU,2001,39000000000.0,16800000000.0
3169837,ROM,ECU,2002,40700000000.0,17300000000.0
3169838,ROM,ECU,2003,42700000000.0,17800000000.0
3169839,ROM,ECU,2004,46200000000.0,19000000000.0
3169842,ROM,ECU,1995,40100000000.0,15200000000.0
3169858,ROM,ECU,1989,47300000000.0,13000000000.0
3169939,ROM,EGY,1989,47300000000.0,61500000000.0
3169940,ROM,EGY,1990,44700000000.0,65000000000.0
3169941,ROM,EGY,1991,38900000000.0,65700000000.0
3169942,ROM,EGY,1992,35500000000.0,68700000000.0
3169943,ROM,EGY,1993,36000000000.0,70600000000.0
3169944,ROM,EGY,1994,37400000000.0,73400000000.0
3169945,ROM,EGY,1995,40100000000.0,76900000000.0
3169946,ROM,EGY,1996,41700000000.0,80700000000.0
3169947,ROM,EGY,1997,39200000000.0,85100000000.0
3169948,ROM,EGY,1998,37300000000.0,89000000000.0
3169949,ROM,EGY,1999,36800000000.0,94600000000.0
3169950,ROM,EGY,2000,37100000000.0,99400000000.0
3169951,ROM,EGY,2001,39000000000.0,103000000000.0
3169952,ROM,EGY,2002,40700000000.0,106000000000.0
3169953,ROM,EGY,2003,42700000000.0,110000000000.0
3169954,ROM,EGY,2004,46200000000.0,114000000000.0
3170318,ROM,ERI,1995,40100000000.0,608000000.0
3170320,ROM,ERI,1997,39200000000.0,717000000.0
3170321,ROM,ERI,1998,37300000000.0,729000000.0
3170322,ROM,ERI,2001,39000000000.0,692000000.0
3170323,ROM,ERI,2002,40700000000.0,697000000.0
3170326,ROM,ERI,2003,42700000000.0,718000000.0
3170327,ROM,ERI,1996,41700000000.0,664000000.0
3170330,ROM,ERI,2004,46200000000.0,730000000.0
3170341,ROM,ESP,1989,47300000000.0,416000000000.0
3170342,ROM,ESP,1991,38900000000.0,443000000000.0
3170343,ROM,ESP,1992,35500000000.0,447000000000.0
3170344,ROM,ESP,1993,36000000000.0,442000000000.0
3170345,ROM,ESP,1994,37400000000.0,453000000000.0
3170346,ROM,ESP,1995,40100000000.0,465000000000.0
3170347,ROM,ESP,1996,41700000000.0,477000000000.0
3170348,ROM,ESP,1997,39200000000.0,496000000000.0
3170349,ROM,ESP,1998,37300000000.0,517000000000.0
3170350,ROM,ESP,1999,36800000000.0,539000000000.0
3170351,ROM,ESP,2000,37100000000.0,562000000000.0
3170352,ROM,ESP,2001,39000000000.0,578000000000.0
3170353,ROM,ESP,2002,40700000000.0,590000000000.0
3170354,ROM,ESP,2003,42700000000.0,604000000000.0
3170355,ROM,ESP,2004,46200000000.0,623000000000.0
3170356,ROM,ESP,1990,44700000000.0,432000000000.0
3170758,ROM,EST,1992,35500000000.0,4310000000.0
3170759,ROM,EST,1993,36000000000.0,4060000000.0
3170760,ROM,EST,1994,37400000000.0,3990000000.0
3170761,ROM,EST,1995,40100000000.0,4170000000.0
3170762,ROM,EST,1996,41700000000.0,4360000000.0
3170763,ROM,EST,1997,39200000000.0,4820000000.0
3170764,ROM,EST,1998,37300000000.0,5070000000.0
3170765,ROM,EST,1999,36800000000.0,5070000000.0
3170766,ROM,EST,2000,37100000000.0,5460000000.0
3170767,ROM,EST,2001,39000000000.0,5810000000.0
3170768,ROM,EST,2002,40700000000.0,6230000000.0
3170769,ROM,EST,2003,42700000000.0,6550000000.0
3170770,ROM,EST,2004,46200000000.0,6950000000.0
3170912,ROM,ETH,1995,40100000000.0,5100000000.0
3170913,ROM,ETH,1996,41700000000.0,5650000000.0
3170914,ROM,ETH,1997,39200000000.0,5960000000.0
3170915,ROM,ETH,1998,37300000000.0,5850000000.0
3170916,ROM,ETH,1999,36800000000.0,6160000000.0
3170917,ROM,ETH,2000,37100000000.0,6530000000.0
3170918,ROM,ETH,2001,39000000000.0,7100000000.0
3170919,ROM,ETH,2002,40700000000.0,7240000000.0
3170920,ROM,ETH,2004,46200000000.0,7900000000.0
3170922,ROM,ETH,1993,36000000000.0,4640000000.0
3170923,ROM,ETH,1994,37400000000.0,4800000000.0
3170932,ROM,ETH,2003,42700000000.0,6970000000.0
3171016,ROM,FIN,1990,44700000000.0,99600000000.0
3171017,ROM,FIN,1992,35500000000.0,89700000000.0
3171018,ROM,FIN,1993,36000000000.0,88500000000.0
3171019,ROM,FIN,1994,37400000000.0,92000000000.0
3171020,ROM,FIN,1995,40100000000.0,95200000000.0
3171021,ROM,FIN,1996,41700000000.0,98900000000.0
3171022,ROM,FIN,1997,39200000000.0,105000000000.0
3171023,ROM,FIN,1998,37300000000.0,110000000000.0
3171024,ROM,FIN,1999,36800000000.0,114000000000.0
3171025,ROM,FIN,2000,37100000000.0,120000000000.0
3171026,ROM,FIN,2001,39000000000.0,121000000000.0
3171027,ROM,FIN,2002,40700000000.0,124000000000.0
3171028,ROM,FIN,2003,42700000000.0,126000000000.0
3171029,ROM,FIN,2004,46200000000.0,131000000000.0
3171030,ROM,FIN,1989,47300000000.0,99900000000.0
3171032,ROM,FIN,1991,38900000000.0,93200000000.0
3171407,ROM,FJI,1999,36800000000.0,1700000000.0
3171408,ROM,FJI,1995,40100000000.0,1500000000.0
3171409,ROM,FJI,2004,46200000000.0,1890000000.0
3171410,ROM,FJI,2003,42700000000.0,1820000000.0
3171411,ROM,FRA,1989,47300000000.0,1060000000000.0
3171412,ROM,FRA,1990,44700000000.0,1090000000000.0
3171413,ROM,FRA,1991,38900000000.0,1100000000000.0
3171414,ROM,FRA,1992,35500000000.0,1120000000000.0
3171415,ROM,FRA,1993,36000000000.0,1110000000000.0
3171416,ROM,FRA,1994,37400000000.0,1130000000000.0
3171417,ROM,FRA,1995,40100000000.0,1150000000000.0
3171418,ROM,FRA,1996,41700000000.0,1160000000000.0
3171419,ROM,FRA,1997,39200000000.0,1180000000000.0
3171420,ROM,FRA,1998,37300000000.0,1220000000000.0
3171421,ROM,FRA,1999,36800000000.0,1260000000000.0
3171422,ROM,FRA,2000,37100000000.0,1310000000000.0
3171423,ROM,FRA,2001,39000000000.0,1340000000000.0
3171424,ROM,FRA,2002,40700000000.0,1350000000000.0
3171425,ROM,FRA,2003,42700000000.0,1360000000000.0
3171426,ROM,FRA,2004,46200000000.0,1390000000000.0
3171855,ROM,GAB,1992,35500000000.0,4010000000.0
3171856,ROM,GAB,2003,42700000000.0,5200000000.0
3171857,ROM,GAB,2004,46200000000.0,5300000000.0
3171858,ROM,GAB,1989,47300000000.0,3710000000.0
3171859,ROM,GAB,1990,44700000000.0,3900000000.0
3171860,ROM,GAB,1991,38900000000.0,4140000000.0
3171861,ROM,GAB,1994,37400000000.0,4250000000.0
3171862,ROM,GAB,1995,40100000000.0,4540000000.0
3171863,ROM,GAB,1996,41700000000.0,4780000000.0
3171864,ROM,GAB,2001,39000000000.0,5060000000.0
3171871,ROM,GAB,1997,39200000000.0,5050000000.0
3171872,ROM,GAB,1998,37300000000.0,5150000000.0
3171875,ROM,GAB,2002,40700000000.0,5060000000.0
3171898,ROM,GAB,2000,37100000000.0,4930000000.0
3171900,ROM,GAB,1993,36000000000.0,4100000000.0
3171908,ROM,GAB,1999,36800000000.0,4840000000.0
3171912,ROM,GBR,1989,47300000000.0,1130000000000.0
3171913,ROM,GBR,1990,44700000000.0,1140000000000.0
3171914,ROM,GBR,1991,38900000000.0,1120000000000.0
3171915,ROM,GBR,1992,35500000000.0,1120000000000.0
3171916,ROM,GBR,1993,36000000000.0,1150000000000.0
3171917,ROM,GBR,1994,37400000000.0,1200000000000.0
3171918,ROM,GBR,1995,40100000000.0,1230000000000.0
3171919,ROM,GBR,1996,41700000000.0,1270000000000.0
3171920,ROM,GBR,1997,39200000000.0,1310000000000.0
3171921,ROM,GBR,1998,37300000000.0,1350000000000.0
3171922,ROM,GBR,1999,36800000000.0,1390000000000.0
3171923,ROM,GBR,2000,37100000000.0,1440000000000.0
